model_setting,accuracy,auc,precision,recall
RLL_l1_256_l2_128_lr_0.05_penalty_10.0_bs_1024,0.8314606741573034,0.905316091954023,0.875,0.875
RLL_l1_128_l2_32_lr_0.05_penalty_1.0_bs_512,0.8314606741573034,0.9051724137931034,0.8947368421052632,0.85
RLL_l1_1024_l2_64_lr_0.05_penalty_0.1_bs_512,0.8314606741573034,0.9028735632183909,0.8688524590163934,0.8833333333333333
RLL_l1_128_l2_64_lr_0.05_penalty_1.0_bs_256,0.8314606741573034,0.901867816091954,0.875,0.875
RLL_l1_1024_l2_256_lr_0.05_penalty_0.1_bs_1024,0.8314606741573034,0.901580459770115,0.8688524590163934,0.8833333333333333
RLL_l1_512_l2_32_lr_0.05_penalty_1.0_bs_1024,0.8314606741573034,0.9012931034482758,0.8813559322033898,0.8666666666666667
RLL_l1_256_l2_32_lr_0.05_penalty_1.0_bs_1024,0.8314606741573034,0.8935344827586207,0.8879310344827587,0.8583333333333333
RLL_l1_128_l2_64_lr_0.05_penalty_0.1_bs_128,0.8314606741573034,0.8892241379310345,0.9017857142857143,0.8416666666666667
RLL_l1_256_l2_32_lr_0.05_penalty_0.1_bs_256,0.8314606741573034,0.8840517241379311,0.8879310344827587,0.8583333333333333
RLL_l1_512_l2_128_lr_0.05_penalty_1.0_bs_256,0.8258426966292135,0.9076149425287356,0.8677685950413223,0.875
RLL_l1_1024_l2_64_lr_0.05_penalty_1.0_bs_512,0.8258426966292135,0.9051724137931034,0.8677685950413223,0.875
RLL_l1_1024_l2_64_lr_0.05_penalty_0.1_bs_1024,0.8258426966292135,0.9040229885057471,0.8739495798319328,0.8666666666666667
RLL_l1_256_l2_64_lr_0.05_penalty_1.0_bs_1024,0.8258426966292135,0.903735632183908,0.8677685950413223,0.875
RLL_l1_512_l2_128_lr_0.05_penalty_0.1_bs_256,0.8258426966292135,0.9028735632183907,0.8677685950413223,0.875
RLL_l1_256_l2_64_lr_0.05_penalty_1.0_bs_512,0.8258426966292135,0.9017241379310345,0.8677685950413223,0.875
RLL_l1_128_l2_128_lr_0.05_penalty_0.1_bs_1024,0.8258426966292135,0.9014367816091955,0.8677685950413223,0.875
RLL_l1_1024_l2_32_lr_0.05_penalty_1.0_bs_128,0.8258426966292135,0.9014367816091954,0.856,0.8916666666666667
RLL_l1_256_l2_128_lr_0.05_penalty_1.0_bs_1024,0.8258426966292135,0.8992816091954023,0.8739495798319328,0.8666666666666667
RLL_l1_256_l2_256_lr_0.05_penalty_1.0_bs_1024,0.8258426966292135,0.8989942528735633,0.8677685950413223,0.875
RLL_l1_1024_l2_32_lr_0.05_penalty_0.1_bs_256,0.8258426966292135,0.8972701149425287,0.8617886178861789,0.8833333333333333
RLL_l1_256_l2_128_lr_0.05_penalty_1.0_bs_512,0.8258426966292135,0.896551724137931,0.8617886178861789,0.8833333333333333
RLL_l1_256_l2_32_lr_0.05_penalty_0.1_bs_128,0.8258426966292135,0.894683908045977,0.8803418803418803,0.8583333333333333
RLL_l1_256_l2_64_lr_0.05_penalty_5.0_bs_256,0.8202247191011236,0.9073275862068966,0.860655737704918,0.875
RLL_l1_512_l2_64_lr_0.05_penalty_0.1_bs_256,0.8202247191011236,0.9054597701149425,0.860655737704918,0.875
RLL_l1_1024_l2_512_lr_0.05_penalty_1.0_bs_128,0.8202247191011236,0.9041666666666666,0.860655737704918,0.875
RLL_l1_1024_l2_32_lr_0.05_penalty_1.0_bs_256,0.8202247191011236,0.9018678160919541,0.860655737704918,0.875
RLL_l1_512_l2_64_lr_0.05_penalty_0.1_bs_128,0.8202247191011236,0.9010057471264367,0.8728813559322034,0.8583333333333333
RLL_l1_256_l2_32_lr_0.05_penalty_1.0_bs_128,0.8202247191011236,0.8956896551724138,0.8928571428571429,0.8333333333333334
RLL_l1_256_l2_128_lr_0.05_penalty_0.1_bs_1024,0.8202247191011236,0.8935344827586206,0.860655737704918,0.875
RLL_l1_128_l2_128_lr_0.05_penalty_0.1_bs_256,0.8202247191011236,0.8810344827586207,0.860655737704918,0.875
RLL_l1_512_l2_256_lr_0.05_penalty_1.0_bs_256,0.8146067415730337,0.9086206896551724,0.865546218487395,0.8583333333333333
RLL_l1_512_l2_128_lr_0.05_penalty_1.0_bs_128,0.8146067415730337,0.9079022988505747,0.865546218487395,0.8583333333333333
RLL_l1_1024_l2_64_lr_0.05_penalty_1.0_bs_128,0.8146067415730337,0.9045977011494253,0.8536585365853658,0.875
RLL_l1_1024_l2_32_lr_0.05_penalty_0.1_bs_128,0.8146067415730337,0.9025862068965518,0.8536585365853658,0.875
RLL_l1_256_l2_256_lr_0.05_penalty_1.0_bs_512,0.8146067415730337,0.899712643678161,0.8536585365853658,0.875
RLL_l1_512_l2_256_lr_0.05_penalty_0.1_bs_128,0.8146067415730337,0.8997126436781608,0.8536585365853658,0.875
RLL_l1_512_l2_128_lr_0.05_penalty_10.0_bs_1024,0.8146067415730337,0.8948275862068965,0.859504132231405,0.8666666666666667
RLL_l1_512_l2_128_lr_0.05_penalty_0.1_bs_128,0.8146067415730337,0.8923850574712644,0.848,0.8833333333333333
RLL_l1_1024_l2_512_lr_0.05_penalty_0.1_bs_256,0.8146067415730337,0.8902298850574714,0.8536585365853658,0.875
RLL_l1_128_l2_64_lr_0.05_penalty_0.1_bs_256,0.8146067415730337,0.8870689655172415,0.8782608695652174,0.8416666666666667
RLL_l1_1024_l2_64_lr_0.05_penalty_5.0_bs_256,0.8089887640449438,0.9099137931034482,0.864406779661017,0.85
RLL_l1_256_l2_32_lr_0.05_penalty_1.0_bs_256,0.8089887640449438,0.8948275862068966,0.8839285714285714,0.825
RLL_l1_256_l2_32_lr_0.05_penalty_0.1_bs_512,0.8089887640449438,0.8863505747126437,0.8839285714285714,0.825
RLL_l1_512_l2_256_lr_0.05_penalty_0.1_bs_256,0.8033707865168539,0.8977011494252874,0.8512396694214877,0.8583333333333333
RLL_l1_1024_l2_64_lr_0.05_penalty_0.1_bs_256,0.8033707865168539,0.8952586206896551,0.8571428571428571,0.85
RLL_l1_1024_l2_64_lr_0.05_penalty_0.1_bs_128,0.797752808988764,0.9012931034482758,0.8387096774193549,0.8666666666666667
